artist_id, avg_popularity
7tAYWKYCTvc3m3dzeQRJlo, 2.0
3pJVMtaCiQhA6IqyfAVRNv, 2.0
2p7jMv2pNw8mOvQnpo7Ipu, 2.3333333333333335
4dDjBWBd3sVvgTdR0tkYem, 1.3333333333333333
0MDO4WPHrw1ycaBSwK7GzQ, 2.3333333333333335
24kGrCKxX5OW1eq0mNk15V, 17.0
1e8vbae6ixFLtBYrxd9PUW, 22.5
6sIRewSC9YzQxFVbKUm4cI, 21.0
6kphAWui7zRsqfEiB1fYDh, 17.0
5OL1eCS6AxUYhiRgxsICB9, 26.0
6sp9kSEcr8Tv8y7HfpzWYB, 7.0
39ivBvLKijMOz7ks96otCF, 1.0
0AFo2QMXP5WQr0iMowTzRB, 2.0
4X6Dcrc6VvfHYAvSngBBFc, 2.0
59RnL3PdDsQ6mcNLx7o4rW, 1.0
26n0OaOl27CyHbP0V74EMT, 1.0
4nqcYv4Trv1n6gCaQb6s4Z, 12.0
1MvjhV40wWqnbAUDcyG0Nr, 15.0
2e0tQWzmOigSzYp7gVdteG, 13.0
6sjjEBC34C6wrUXtP9jc7Q, 8.333333333333334
3psG99FmqQ85P1ytKTSMHY, 5.0
5ZcTeFb6eMbx0wd0YMBne4, 6.0
1z2hOEDokUwDXyLPwM1SZ1, 6.0
6UwezAoo5IVh7Ned3j5eVP, 16.0
05wILuND8jz2g7djwj8CGa, 19.0
